source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20047410_Vergabeunterlagen_20230411\sonstiges\e-bewerbungsbedingungen-dienstleistungen-unter-eu-schwellenwert-de.pdf                                      , text_doc    , pymupdf_text+pdfplumber_tables,      20197, True
extractdirect\DTAD_20047410_Vergabeunterlagen_20230411\sonstiges\GIZ Leitfaden VMS Unternehmen Angebotsabgabe - DE.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      52860, True
extractdirect\DTAD_20047410_Vergabeunterlagen_20230411\vertragsbedingungen\81295364 Vertragsentwurf.pdf                                                                      , text_doc    , pymupdf_text                  ,       7292, True
extractdirect\DTAD_20047410_Vergabeunterlagen_20230411\vertragsbedingungen\GIZ Allgemeine Vertragsbedingungen 2020.pdf                                                       , text_doc    , pymupdf_text                  ,      83379, True
extractdirect\DTAD_20047410_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\81295364 Eigenerklärung zur Eignung.docx                                     , text_doc    , python-docx                   ,       7130, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\anschreiben\0-81295419 Anschreiben.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       3142, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\leistungsbeschreibungen\3-81295419 Leistungsbeschreibung.pdf                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      11096, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\sonstiges\1-81295419 Bewerbungsbedingungen der GIZ für die Vergabe von Dienst- und Werkleistungen.pdf                 , text_doc    , pymupdf_text+pdfplumber_tables,      22813, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\vertragsbedingungen\2-81295419 Ergänzende Vertragsbedingungen für IT-Dienstleistungen (EVB-IT-Dienstleistungs-AGB).pdf, text_doc    , pymupdf_text+pdfplumber_tables,      51483, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\vertragsbedingungen\6-81295419 EVB-IT-Dienstvertrag - Kurzfassung.pdf                                                 , text_doc    , pymupdf_text+pdfplumber_tables,      53646, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\vertragsbedingungen\7-81295419 Umsatzsteuerlicher Leistungsort.pdf                                                    , text_doc    , pymupdf_text                  ,       1509, True
extractdirect\DTAD_20047411_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\4-81295419 Eigenerklärung zur Eignung.docx                                   , text_doc    , python-docx                   ,       6740, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\anschreiben\81295045 - 0. Invitation letter (revised).pdf                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       2974, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\leistungsbeschreibungen\81295045 - 3. Terms of reference.pdf                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      43944, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\leistungsbeschreibungen\81295045 - 4. Technical assessment grid.pdf.pdf                                               , text_doc    , pymupdf_text+pdfplumber_tables,      36268, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\sonstiges\81295045 - 1. Application requirements of GIZ 2022.pdf                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      21504, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\sonstiges\81295045 - 8. Bidding Consortium Declaration.docx                                                           , text_doc    , python-docx                   ,       4707, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\sonstiges\GIZ Company Guideline VMS Tender procedures.pdf                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      54361, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\vertragsbedingungen\81295045 - 2. General Terms and Conditions of Contract (AVB 2020).pdf                             , text_doc    , pymupdf_text                  ,      82186, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\vertragsbedingungen\81295045 - 5. Contract draft.pdf                                                                  , text_doc    , pymupdf_text                  ,       6354, True
extractdirect\DTAD_20047412_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\81295045 - 6. Self-declaration of eligibility open tender.docx               , text_doc    , python-docx                   ,       6716, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\anschreiben\Bewerbungsbedingungen UVgO.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      22421, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\sonstiges\GIZ Leitfaden VMS Unternehmen Angebotsabgabe - DE.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      52860, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vertragsbedingungen\Allgemeine Einkaufsbedingungen 2021.pdf                                                           , text_doc    , pymupdf_text                  ,      32336, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vertragsbedingungen\Besondere Vertragsbedingungen_2022 .pdf                                                           , text_doc    , pymupdf_text                  ,       5542, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\7200075117 Begleitschreiben zum Angebot.docx                                 , text_doc    , python-docx                   ,       2467, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Auftragsverarbeitung(AuV).docx                                               , text_doc    , python-docx                   ,      36154, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Eigenerklaerung_zu_Ausschlussgründen_und_Eignung_7200075117.docx             , text_doc    , python-docx                   ,       6652, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Eigenerklärung EU-Russland-Sanktionen.docx                                   , text_doc    , python-docx                   ,       5713, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\GIZSG043 Eigenerklaerung Bieter- und Arbeitsgemeinschaft.docx                , text_doc    , python-docx                   ,       5348, True
extractdirect\DTAD_20047413_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\GIZSG044 Unterauftragnehmererklaerung.docx                                   , text_doc    , python-docx                   ,       1179, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\anschreiben\Bewerbungsbedingungen UVgO.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      22421, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\leistungsbeschreibungen\Anlage_7200074956-A-Multifunction Printer Specification.pdf                                   , text_doc    , pymupdf_text+pdfplumber_tables,       3707, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\sonstiges\Fragebogen Exportkontrolle - Teil 2.docx                                                                    , text_doc    , python-docx                   ,        489, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\sonstiges\GIZ Leitfaden VMS Unternehmen Angebotsabgabe - DE.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      52860, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\vertragsbedingungen\Allgemeine Einkaufsbedingungen 2021.pdf                                                           , text_doc    , pymupdf_text                  ,      32336, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\vertragsbedingungen\Besondere Vertragsbedingungen_2022.pdf                                                            , text_doc    , pymupdf_text                  ,       7131, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\7200074956-A_Begleitschreiben zum Angebot.docx                               , text_doc    , python-docx                   ,       2015, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\Eigenerklaerung_zu_Ausschlussgründen_und_Eignung_2022.docx                   , text_doc    , python-docx                   ,       3586, True
extractdirect\DTAD_20047414_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\Fragebogen Exportkontrolle - Teil 1.docx                                     , text_doc    , python-docx                   ,        723, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\anschreiben\Bewerbungsbedingungen UVgO.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      22421, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\sonstiges\GIZ Leitfaden VMS Unternehmen Angebotsabgabe - DE.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      52860, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\vertragsbedingungen\7200075132 - Besondere Vertragsbedingungen.pdf                                                    , text_doc    , pymupdf_text                  ,       3506, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\vertragsbedingungen\Allgemeine Einkaufsbedingungen 2021.pdf                                                           , text_doc    , pymupdf_text                  ,      32336, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\7200075132 - Begleitschreiben zum Angebot.docx                               , text_doc    , python-docx                   ,       2142, True
extractdirect\DTAD_20047415_Vergabeunterlagen_20230406\vom_unternehmen_auszufuellende_dokumente\7200075132 - Eigenerklaerung_zu_Ausschlussgründen_und_Eignung.docx           , text_doc    , python-docx                   ,       4012, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\anschreiben\01_ 211_VHB_ Aufforderung zur Abgabe eines Angebotes.pdf                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      11020, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\anschreiben\02_216_VHB_Verzeichnis der vorzulegenden Unterlagen.pdf                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       4882, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\01_LV_Zentralsammler BA II.3 LV.pdf                                                           , text_doc    , pymupdf_text                  ,     189443, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\2023-03-29 ZS II-3 LP 1 Bestand.pdf                                                           , drawing_plan, pymupdf_text                  ,        809, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\2023-03-29 ZS II-3 LP 2 Bestand.pdf                                                           , drawing_plan, pymupdf_text                  ,        809, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\21548 K2 Zentralsammler Salzgitter BA II.3 -Salder Heerte.pdf                                 , text_doc    , pymupdf_text+pdfplumber_tables,     102985, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.1.1_BA II.3_Übersichtskarte.pdf                                                    , text_doc    , pymupdf_text+pdfplumber_tables,       9442, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.2.1_BA II.3_Übersichtslageplan.pdf                                                 , text_doc    , pymupdf_text+pdfplumber_tables,     348682, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.2_BA II.3_Teillageplan 2.pdf                                                     , text_doc    , pymupdf_text+pdfplumber_tables,    1659898, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.3_BA II.3_Lageplan 3.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    1606833, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.4_BA II.3_Lageplan 4.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    1557946, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.5_BA II.3_Lageplan 5.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    1552771, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.6_BA II.3_Lageplan 6.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    1553759, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.7_BA II.3_Lageplan 7.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    1549106, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.3.8_BA II.3_Lageplan 8.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,    2293917, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.4.1_BA II.3_Längsschnitt 1.pdf                                                     , text_doc    , pymupdf_text+pdfplumber_tables,      53257, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.4.2_BA II.3_Längsschnitt 2.pdf                                                     , text_doc    , pymupdf_text+pdfplumber_tables,      70774, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.5.10_BA II.3_Querprofile 10-14.pdf                                                 , text_doc    , pymupdf_text+pdfplumber_tables,      49472, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.5.6_BA II.3_Querprofil 6.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      29813, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.5.7_BA II.3_Querprofil 7.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      29851, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.5.8_BA II.3_Querprofil 8.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      27913, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.5.9_BA II.3_Querprofil 9.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      37889, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.6.1_BA II.3_Schacht 60SZS4-26.pdf                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      91542, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_50.6.2_BA II.3_Schacht 60SZS4-35.pdf                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      35679, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\4645-15_BA II.3_Ausschreibung Inhaltsverzeichnis.pdf                                          , text_doc    , pymupdf_text                  ,       1455, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 1.1 Lageplan West - Nord-Süd-Straße bis 60SZS4-30.pdf                                     , text_doc    , pymupdf_text+pdfplumber_tables,      55527, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 1.2 Lageplan Ost - 60SZS4-30 bis Bahnhofsallee.pdf                                        , text_doc    , pymupdf_text+pdfplumber_tables,      51882, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 2.1 Bohrprofilschnitt A - Nord-Süd-Straße bis 60SZS4-30.pdf                               , text_doc    , pymupdf_text+pdfplumber_tables,      74320, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 2.2 Bohrprofilschnitt B- 60SZS4-30 bis Bahnhofsallee.pdf                                  , text_doc    , pymupdf_text+pdfplumber_tables,      48256, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 3 Schichtenverzeichnisse.pdf                                                              , text_doc    , pymupdf_text+pdfplumber_tables,     132454, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 4 Korngrößenverteilung.pdf                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      29491, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 5 Schadstoffauswertung.pdf                                                                , text_doc    , pymupdf_text+pdfplumber_tables,     439861, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 6.1 Chemischer Analysenbericht B2300854 - Oberboden.pdf                                   , text_doc    , pymupdf_text                  ,      10539, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 6.2 Chemischer Analysenbericht B2300855 - Boden (ErsatzbaustoffV).pdf                     , text_doc    , pymupdf_text                  ,      34647, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 6.3 Chemischer Analysenbericht B2202294 - Boden (LAGA).pdf                                , text_doc    , pymupdf_text                  ,      27325, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 6.4 Chemischer  Analysenbericht B2202206 - Grundwasser.pdf                                , text_doc    , pymupdf_text                  ,       8769, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Anl 7 Nivellement.pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       2308, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\leistungsbeschreibungen\Umleitungen_Salder-Heerte_20230109.pdf                                                        , drawing_plan, pymupdf_text                  ,        749, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\sonstiges\16_ Informationspflicht zur Erhebung personenbezogener Daten DSGVO (1).pdf                                  , text_doc    , pymupdf_text                  ,       2950, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\03_ 212_VHB_Teilnahmebedingungen.pdf                                                              , text_doc    , pymupdf_text                  ,      10103, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\04_ 212_VHB_Beiblatt.pdf                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,       2720, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\05_ 214_VHB_Besondere_Vertragsbedingungen.pdf                                                     , text_doc    , pymupdf_text+pdfplumber_tables,       6227, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\06_ 214_VHB_Beiblatt.pdf                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,       2212, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\14_ZTV Teil 1 (Allgemeines) 2020-01.pdf                                                           , text_doc    , pymupdf_text+pdfplumber_tables,      51900, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\14_ZTV Teil 2 (Kanalbau) 2022-01.pdf                                                              , text_doc    , pymupdf_text+pdfplumber_tables,      44747, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vertragsbedingungen\14_ZTV Teil 3 (technische Arbeiten).pdf                                                           , text_doc    , pymupdf_text+pdfplumber_tables,      66106, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\01_LV_Zentralsammler BA II.3 LV.pdf                                          , text_doc    , pymupdf_text                  ,     189443, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\09_124_VHB_Eigenerklärung.pdf                                                , text_doc    , pymupdf_text+pdfplumber_tables,       8101, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\10_ 221_222_VHB_Preisermittlung.pdf                                          , text_doc    , pymupdf_text+pdfplumber_tables,      12479, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\11_233_VHB_Nachunternehmerleistungen.pdf                                     , text_doc    , pymupdf_text+pdfplumber_tables,       1295, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\12_Erklärung_zu___4_Abs._1_NTVergG.pdf                                       , text_doc    , pymupdf_text                  ,       1761, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\13_Nachweis Haftpflichtversicherung (1).pdf                                  , text_doc    , pymupdf_text                  ,        701, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\15_223_VHB_Aufgliederung Einheitspreise.pdf                                  , text_doc    , pymupdf_text+pdfplumber_tables,      48080, True
extractdirect\DTAD_20047429_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\17_ 213_VHB_ Angebotsschreiben.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       8290, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Erklaerung_zu_Art.5k_Abs1_VO_EU_2022_576_BIMA.pdf                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       3711, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - 211_101901370.pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,      11824, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - 212_101901370.pdf                                                                        , text_doc    , pymupdf_text                  ,      10524, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - 216_101901370.pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,       5592, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - CE_101901370.pdf                                                                         , text_doc    , pymupdf_text                  ,       1416, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - CE_Zu_101901370.pdf                                                                      , text_doc    , pymupdf_text                  ,       3256, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\Microsoft Word - Prüfz_101901370.pdf                                                                      , text_doc    , pymupdf_text                  ,       1430, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\anschreiben\WILLKOMMEN E-AUSSCHREIBUNG SB SN 07.11.22.pdf                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      12183, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\leistungsbeschreibungen\23A70117_LV.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,     426036, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vertragsbedingungen\Microsoft Word - 214_101901370.pdf                                                                , text_doc    , pymupdf_text                  ,       9022, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vertragsbedingungen\Microsoft Word - 225_101901370.pdf                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      12234, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vertragsbedingungen\Microsoft Word - 241_101901370.pdf                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       4042, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vertragsbedingungen\Microsoft Word - 244_101901370.pdf                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       2373, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\23A70117_223.pdf                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      94222, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 124_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       9065, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 213_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       8939, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 221_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       5739, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 222_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       7760, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 233_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       1989, True
extractdirect\DTAD_20047430_Vergabeunterlagen_20230411\vom_unternehmen_auszufuellende_dokumente\Microsoft Word - 234_101901370.pdf                                           , text_doc    , pymupdf_text+pdfplumber_tables,       2009, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\06.04.2023 Anlage 1 LV Vergabeportal Niedersachsen.pdf                                                    , scanned_doc , pymupdf_text+tesseract_ocr    ,     220786, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\2020-12-18 Geotechnischer Bericht ohne Planer.pdf                                                         , scanned_doc , pymupdf_text+tesseract_ocr    ,     116318, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.1_Übersichtskarte.pdf                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,       5024, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.2_Übersichtslageplan.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,     112044, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.3.1 Lageplan Leitungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      15328, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.3.2 Lageplan Oberflächen.pdf                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,      10474, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.4.1_Schlammlagerhalle.pdf                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,      22759, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.4.2_Fäkalienspeicher.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      20272, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.4.3_Befüllplatz-Fäkalspeicher.pdf                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      19599, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\50.4.4_Schacht mit Geröllfang.pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      16116, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\52-20 KA Herzberg Platten-unterschrieben.pdf                                                              , scanned_doc , pymupdf_text+tesseract_ocr    ,       4427, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\52-20 Statik Platten KA Herzberg.pdf                                                                      , scanned_doc , pymupdf_text+tesseract_ocr    ,       3963, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\5429-18-Statik Betonkörper-unterschrieben.pdf                                                             , scanned_doc , pymupdf_text+tesseract_ocr    ,      36591, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\5429-18-Statik Betonkörper.pdf                                                                            , scanned_doc , pymupdf_text+tesseract_ocr    ,      36561, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\B-01 Bewehrungsplan-Sohle__Schlammlager.pdf                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      55391, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\B-01 Stahlliste.pdf                                                                                       , text_doc    , pymupdf_text                  ,       9817, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\B-02 Bewehrungsplan Wände.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      31587, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\B-02 Stahlliste.pdf                                                                                       , text_doc    , pymupdf_text                  ,       7586, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\Bauzeitenplan Schlammlagerhalle.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      19524, True
extractdirect\DTAD_20047431_Vergabeunterlagen_20230411\anschreiben\P-01 Positionsplan_Schlammlager.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      14613, True
